1;2;3;4
400;"1411";"PENGURUS HOTEL DAN RUMAH PENGINAPAN";"HOTEL AND HOMESTAY MANAGERS"
401;"141101";"Pengurus Hotel";"Hotel Manager"
402;"141102";"Pengurus Asrama Gred N41";"Hostel Manager Grade N41"
403;"141103";"Pengurus Hostel";"Hostel Manager"
404;"141104";"Pengurus Motel";"Motel Manager"
405;"141105";"Pengurus Pengeluaran dan Operasi, Hotel";"Production and Operation Manager, Hotel"
406;"141106";"Pengurus Rumah Penginapan";"Homestay Manager"
407;"141107";"Pengurus Rumah Tamu";"Guest-House Manager"
408;"141108";"Pengurus Rumah Tumpangan";"Budget Hotel Manager"
409;"141109";"Pengurus Kaunter Depan";"Front Desk Manager"
410;"141110";"Pengurus Kaunter Pejabat";"Front Office Manager"
411;"141111";"Pengurus Perkhidmatan Makanan dan Minuman";"Food and Beverage Services Manager"
412;"141112";"Pengurus Resort";"Resort Manager"
413;"141113";"Pengurus Penginapan";"Accommodation Manager"
414;"141114";"Pengurus Pengendalian Makanan";"Food Handling Manager"
415;"141115";"Pengurus Acara Hotel";"Event Hotel Manager"
417;"1412";"PENGURUS RESTORAN";"RESTAURANT MANAGERS"
418;"141201";"Pengurus Restoran";"Restaurant Manager"
419;"141202";"Pengurus Bar";"Bar Manager"
420;"141203";"Pengurus Kafe";"Cafe Manager"
421;"141204";"Pengurus Kantin";"Canteen Manager"
422;"141205";"Pengurus Kafe, Bar dan Snack-Bar";"Cafe, Bar and Snack-Bar Manager"
423;"141206";"Pengurus Katering";"Catering Manager"
424;"141207";"Pengurus Pengeluaran dan Operasi, Restoran";"Production and Operation Manager, Restaurant"
425;"141208";"Pengurus Restoran Layan Diri";"Self-Service Restaurant Manager"
426;"141209";"Pengurus Disko";"Discotheque Manager"
427;"141210";"Pengurus Bilik Jamuan";"Refreshment Room Manager"
428;"141211";"Pengurus Kedai Teh";"Tea Shop Manager"
429;"141215";"Pengurus Jurumasak";"Chef Manager"
431;"1421";"PENGURUS PERDAGANGAN RUNCIT DAN BORONG";"RETAIL AND WHOLESALE TRADE MANAGERS"
432;"142101";"Pengurus Perdagangan Runcit";"Retail Trade Manager"
433;"142102";"Pengurus Pengeluaran dan Operasi, Perdagangan Runcit";"Production and Operation Manager, Retail Trade"
434;"142103";"Pemborong";"Wholesaler"
435;"142104";"Pengurus Perdagangan Borong";"Wholesale Trade Manager"
436;"142105";"Pengurus Perdagangan Runcit, Kedai Layan Diri";"Retail Trade Manager, Self-Service Store"
437;"142106";"Pengurus Perdagangan Runcit, Kedai-Pesanan Dalam Talian";"Retail Trade Manager, Online-Order Store"
438;"142107";"Pengurus Jualan Eksport";"Export Sales Manager"
439;"142108";"Pengurus Pengeluaran dan Operasi, Perdagangan Borong";"Production and Operation Manager, Wholesale Trade"
440;"142109";"Pengurus Perdagangan Borong, Eksport";"Wholesale Trade Manager, Export"
441;"142110";"Pengurus Perdagangan Borong, Import";"Wholesale Trade Manager, Import"
442;"142111";"Peraih";"Dealer"
443;"142112";"Peruncit";"Retailer"
444;"142113";"Pengurus Pengeluaran dan Operasi, Perdagangan Runcit (Kedai)";"Production and Operation Manager, Retail Trade (Store)"
445;"142114";"Pengurus Pengeluaran dan Operasi, Perdagangan Runcit (Pasar Raya)";"Production and Operation/Retail Trade Manager (Supermarket)"
447;"1511";"PENGURUS TEKNOLOGI MAKLUMAT DAN KOMUNIKASI";"INFORMATION AND COMMUNICATIONS TECHNOLOGY MANAGERS"
448;"151101";"Ketua Pegawai Maklumat";"Chief Information Officer"
449;"151102";"Ketua Pegawai Data";"Chief data officer"
450;"151103";"Ketua Pegawai Keselamatan Maklumat";"Chief Information Security Officer"
451;"151104";"Ketua Pegawai Teknologi Maklumat";"Chief Information Technology Officer"
452;"151105";"Ketua Arkitek Teknologi Maklumat";"Chief Information Technology Architect"
453;"151106";"Pengurus Sistem Maklumat";"Information Systems Manager"
454;"151107";"Pengurus Teknologi Maklumat";"Information Technology Manager"
455;"151108";"Pengurus Pusat Komuniti Desa";"Village Community Center Manager"
456;"151109";"Pengurus Pengeluaran dan Operasi Komunikasi";"Production and Operation Manager, Communications"
457;"151110";"Pengurus Perkhidmatan Komputer";"Computer Services Manager"
458;"151111";"Pengurus Pemprosesan Data";"Data Processing Manager"
459;"151112";"Pengurus Pembangunan Aplikasi";"Application Development Manager"
460;"151113";"Pengurus Operasi Data";"Data Operations Manager"
461;"151114";"Pengurus Pembangunan ICT";"ICT Development Manager"
462;"151115";"Pengarah Sistem Maklumat";"Information Systems Director"
463;"151116";"Penyedia Perkhidmatan Internet";"Internet Service Provider"
464;"151117";"Pengurus Rangkaian";"Network Manager"
465;"151118";"Pengarah Animasi";"Animation Director"
466;"151119";"Pengurus Audio Visual";"Audio Visual Manager"
467;"151120";"Pengurus Pangkalan Data";"Database Manager"
468;"151121";"Pengurus Keselamatan Komputer";"Computer Security Manager"
469;"151122";"Pengurus Projek Teknologi Maklumat";"Information Technology Project Manager"
470;"151123";"Pengurus Infrastruktur Teknologi Maklumat";"Information Technology Infrastructure Manager"
471;"151124";"Pengurus Program Teknologi Maklumat";"Information Technology Programme Manager"
472;"151125";"Pengurus Jualan Teknologi Maklumat";"Information Technology Sales Manager"
473;"151126";"Pengurus Sumber Teknologi Maklumat";"Information Technology Resource Manager"
474;"151127";"Pengurus Bioinformatik";"Bioinformatics Manager"
475;"151128";"Pengurus Kreatif Multimedia";"Creative Multimedia Manager"
476;"151129";"Pengurus Prestasi Rangkaian";"Network Performance Manager"
477;"151130";"Pengurus Operasi Rangkaian";"Network Operations Manager"
478;"151131";"Pengurus Penempatan Rangkaian";"Network Deployment Manager"
479;"151132";"Pengurus Pembangunan Perniagaan Teknologi Maklumat";"Information Technology Business Development Manager"
480;"151133";"Pengurus Transformasi Teknologi";"Technology Transformation Manager"
481;"151134";"Pengurus Sokongan Teknologi Maklumat";"Information Technology Support Manager"
482;"151135";"Pengurus Pembangunan Perisian";"Software Development Manager"
483;"151136";"Pengurus Pembangunan Aplikasi Perdagangan Elektronik";"eCommerce Application Development Manager"
484;"151137";"Pengurus Tadbir Teknologi Maklumat";"Information Technology Governance Manager"
485;"151138";"Pengurus Pemodelan Maklumat Bangunan (BIM)";"Building Information Modelling Manager (BIM)"
486;"151139";"Pengurus Risiko (Teknologi Maklumat)";"Risk Manager (Information Technology)"
487;"151140";"Pengarah Keselamatan Siber";"Director of Cybersecurity"
488;"151141";"Pengurus Operasi Keselamatan (Teknologi Maklumat)";"Security Operation Manager (Information Technology)"
490;"1611";"PENGURUS PERKHIDMATAN PENJAGAAN KANAK-KANAK";"CHILD CARE SERVICE MANAGERS"
491;"161101";"Pengurus Pusat Asuhan Kanak-Kanak";"Child Care Centre Manager"
493;"1612";"PENGURUS PERKHIDMATAN KESIHATAN";"HEALTH SERVICES MANAGERS"
494;"161201";"Pengarah Perkhidmatan Perubatan";"Medical Services Director"
495;"161202";"Pengarah Jururawat";"Director, Nursing"
496;"161203";"Pengurus Kesihatan";"Health Manager"
497;"161204";"Pentadbir Hospital";"Hospital Administrator"
498;"161205";"Pengurus Operasi Kesihatan";"Operation Manager, Health"
499;"161206";"Pengurus Perubatan (Pentadbiran Perubatan)";"Medical Manager (Medical Administration)"
500;"161207";"Pengarah Klinikal";"Clinical Director"
501;"161208";"Koordinator Penjagaan Kesihatan Komuniti";"Community Health Care Coordinator"
502;"161209";"Pentadbir Perubatan";"Medical Administrator"
503;"161210";"Pengurus Phytonutrients";"Phytonutrients Manager"
504;"161211";"Pendidik Kesihatan";"Health Educator"
505;"161212";"Pengarah Kemudahan Kesihatan";"Director, health facility"
506;"161213";"Pengarah Perkhidmatan Kesihatan";"Director, health service"
507;"161214";"Pentadbir Kemudahan Kesihatan";"Administrator, health facility"
508;"161215";"Pengurus Perkhimatan Kesihatan";"Manager, health service"
509;"161216";"Matron, hospital";"Matron, hospital"
510;"161217";"Ketua Pegawai Klinikal";"Chief Clinical Officer"
511;"161218";"Ketua Pegawai Kesihatan Awam";"Chief Public Health Officer"
512;"161219";"Pengurus Farmasi";"Pharmacy Manager"
514;"1613";"PENGURUS PERKHIDMATAN PENJAGAAN ORANG TUA";"AGED CARE SERVICES MANAGERS"
515;"161301";"Pengurus Perkhidmatan Penjagaan Orang Tua";"Aged Care Services Manager"
516;"161302";"Pengarah Rumah Penjagaan Orang Tua";"Aged Care Home Director"
517;"161303";"Penyelaras Komuniti Penjagaan Orang Tua";"Community Aged Care Coordinator"
518;"161304";"Pengurus Kemudahan Penjagaan Orang Tua";"Aged care facility Manager"
519;"161305";"Pengurus Rumah Penjagaan";"Nursing Home Care Manager"
520;"161306";"Pengurus Pusat Penjagaan Orang Tua";"Aged Care Centre Manager"
521;"161307";"Pengurus Asrama Penjagaan Orang Tua";"Aged Care Hostel Manager"
522;"161308";"Matron, Rumah Penjagaan";"Matron, Nursing Home"
524;"1614";"PENGURUS KEBAJIKAN SOSIAL";"SOCIAL WELFARE MANAGERS"
525;"161401";"Pengurus Kerja Sosial";"Social Work Manager"
526;"161402";"Pengurus Operasi Kerja Sosial";"Social Work Operation Manager"
527;"161403";"Pengurus Pusat Komuniti";"Community Centre Manager"
528;"161404";"Pengurus Pusat Kebajikan";"Welfare Centre Manager"
529;"161405";"Pengurus Khidmat Keluarga";"Family Services Manager"
530;"161406";"Pengurus Khidmat Perumahan";"Housing Services Manager"
532;"1615";"PENGURUS PENDIDIKAN";"EDUCATION MANAGERS"
533;"161501";"Pengurus Pendidikan";"Education Manager"
534;"161502";"Canselor";"Chancellor"
535;"161503";"Pengetua";"Principal"
536;"161504";"Guru Besar";"Headteacher"
537;"161505";"Pengurus Operasi Pendidikan";"Operation Manager, Education"
538;"161506";"Dekan";"Dean"
539;"161507";"Dekan Fakulti";"Dean of Faculty"
540;"161508";"Ketua Fakulti";"Head Faculty"
541;"161509";"Naib Canselor";"Vice Chancellor"
542;"161510";"Pengarah Sekolah";"School Director"
543;"161511";"Pengetua Kolej";"Principal, College"
544;"161512";"Pengetua Sekolah";"Principal, School"
545;"161513";"Pengetua Universiti";"Principal, University"
546;"161514";"Pemimpin Universiti";"Leader, University"
547;"161515";"Pengurus Latihan Vokasional";"Vocational Training Manager"
549;"1616";"PENGURUS CAWANGAN PERKHIDMATAN KEWANGAN DAN INSURANS";"FINANCIAL AND INSURANCE SERVICES BRANCH MANAGERS"
550;"161601";"Pengurus Cawangan Kewangan dan Insurans";"Financial and Insurance Branch Manager"
551;"161602";"Pengurus Cawangan Kewangan";"Financial Branch Manager"
552;"161603";"Pengurus Cawangan Insurans";"Insurance Branch Manager"
553;"161604";"Pengurus Bank";"Bank Manager"
554;"161605";"Pengurus Kesatuan Kredit";"Credit Union Manager"
555;"161606";"Pengurus Agensi Insurans";"Insurance Agency Manager"
557;"1617";"PENGURUS PERUNDANGAN";"LEGAL MANAGERS"
558;"161701";"Pengurus Perundangan dan Pengurusan Risiko";"Legal and Risk Management Manager"
559;"161702";"Pengurus Perundangan";"Legal Manager"
561;"1618";"PENGURUS HARTA";"PROPERTY MANAGERS"
562;"161801";"Pengurus Penyelenggaraan Harta";"Property Maintenance Manager"
563;"161802";"Pengurus Harta";"Property Manager"
564;"161803";"Pengurus Hartanah";"Real Estate Manager"
566;"1619";"PENGURUS PERKHIDMATAN PROFESIONAL YANG TIDAK DIKELASKAN DI MANA-MANA";"PROFESSIONAL SERVICES MANAGERS NOT ELSEWHERE CLASSIFIED"
568;"1621";"PENGURUS PUSAT SUKAN DAN REKREASI";"SPORT AND RECREATION CENTRE MANAGERS"
569;"162101";"Pengurus Aktiviti Sukan";"Sports Activity Manager"
570;"162102";"Pengurus Rekreasi";"Recreation Manager"
571;"162103";"Pengurus Agensi Pelancongan";"Travel Agency Manager"
572;"162104";"Pengurus Taman";"Park Manager"
573;"162105";"Pengurus Sukan";"Sports Manager"
574;"162106";"Pengurus Alam Sekitar";"Environmental Manager"
575;"162107";"Pengurus Kasino";"Casino Manager"
576;"162108";"Pengurus Kelab";"Club Manager"
577;"162109";"Pengurus Litar Lumba Kuda";"Racecourse Manager"
578;"162110";"Pengurus Medan Karavan";"Caravan Park Manager"
579;"162111";"Pengurus Pelayaran";"Cruise Manager"
580;"162112";"Pengurus Permainan";"Gaming Manager"
581;"162113";"Pengurus Pusat Sukan";"Sports Centre Manager"
582;"162114";"Pengurus Stadium";"Stadium Manager"
583;"162115";"Pengurus Sukan and Rekreasi";"Sports and Recreation Manager"
584;"162116";"Pengurus Tapak Perkhemahan";"Camping Site Manager"
585;"162117";"Pengurus Pengeluaran dan Operasi, Pentas";"Production and Operation Manager, Stage"
586;"162118";"Pengurus Lumba Kereta";"Racing Car Manager"
587;"162119";"Pengurus e-Sukan";"e-Games Manager"
589;"1622";"PENGURUS PERKHIDMATAN PENJAGAAN DIRI, PEMBERSIHAN, DAN YANG BERKAITAN";"PERSONAL CARE, CLEANING, AND RELATED SERVICES MANAGERS"
590;"162201";"Pengurus Perkhidmatan Penjagaan Diri";"Personal Care Services Manager"
591;"162202";"Pengurus Pencucian";"Cleaning Manager"
592;"162203";"Pengurus Sanitari";"Sanitation Manager"
593;"162204";"Pengurus Sistem Pelupusan Sampah";"Garbage Disposal System Manager"
594;"162205";"Pengurus Pendobian, Pencucian Kering dan Penseterikaan";"Laundering, Dry-Cleaning and Ironing Manager"
595;"162206";"Pengurus Pengeluaran dan Operasi, Pencucian";"Production and Operation Manager, Cleaning"
596;"162207";"Pengurus Pengeluaran dan Operasi, Perkhidmatan Penjagaan Diri";"Production and Operation Manager, Personal Care Services"
597;"162208";"Pengurus Perkhidmatan Pengemasan";"Housekeeping Service Manager"
598;"162209";"Pengurus Dobi";"Laundry Manager"
599;"162210";"Pengurus Pengemasan Bilik";"Housekeeping Manager"
600;"162211";"Pengurus Elektrik, Air dan Sanitari";"Electricity, Water and Sanitation Manager"
601;"162212";"Pengurus Sistem Alam Sekitar";"Environmental Systems Manager"
602;"162213";"Pengurus Pembentungan";"Sewerage Manager"
603;"162214";"Pengurus Sisa Pepejal";"Solid Waste Manager"
604;"162215";"Penolong Pengurus Sisa Pepejal";"Solid Waste Assistant Manager"
605;"162216";"Pengurus Air";"Water Manager"
606;"162217";"Penolong Pengurus Air";"Water Assistant Manager"
607;"162218";"Pengurus Air Sisa";"Waste Water Manager"
608;"162219";"Penolong Pengurus Air Sisa";"Waste Water Assistant Manager"
609;"162220";"Penolong Pengurus Pengemasan Bilik";"Assistant Housekeeping Manager"
610;"162221";"Pengurus Pengeluaran, Pengurusan Sisa";"Production Manager, Waste Management"
611;"162222";"Pengurus Pengeluaran, Bekalan dan Perawatan Air";"Production Manager, Water Supply and Treatment"
612;"162223";"Pengurus Loji Insinerator";"Incineration Plant Manager"
613;"162224";"Penolong Pengurus Loji Insinerator";"Incineration Plant Assistant Manager"
614;"162225";"Pengurus Parking Kereta";"Car Park Manager"
616;"1623";"PENGURUS KESELAMATAN";"SECURITY MANAGERS"
617;"162301";"Pengurus Keselamatan";"Security Manager"
618;"162302";"Pengurus Operasi Keselamatan";"Security Operation Manager"
619;"162303";"Penolong Pengurus Keselamatan";"Assistant Security Manager"
621;"1624";"PENGURUS PUSAT KEBUDAYAAN, MUZIUM, DAN PERPUSTAKAAN";"CULTURAL, MUSEUM, AND LIBRARY CENTRE MANAGERS"
622;"162401";"Pengurus Perpustakaan";"Library Manager"
623;"162402";"Pengurus Muzium";"Museum Manager"
624;"162403";"Pengurus Arkib";"Archives Manager"
625;"162404";"Pengurus Kebudayaan";"Cultural Manager"
626;"162405";"Pengurus Galeri Lukisan";"Art Gallery Manager"
627;"162406";"Pengurus Perkhidmatan Pemulihan (Arkib)";"Correctional Service Manager (Archive)"
628;"162407";"Pengurus Pengeluaran dan Operasi Aktiviti, Kebudayaan";"Production and Operation Manager, Cultural Activities"
629;"162408";"Pengurus Pentas";"Stage Manager"
630;"162409";"Pengurus Wayang";"Cinema Manager"
631;"162410";"Pengurus Teater";"Theatre Manager"
632;"162411";"Pengurus Acara (Penyiaran)";"Floor Manager (Broadcasting)"
633;"162412";"Pengurus Artis";"Artist Manager"
635;"1629";"PENGURUS PERKHIDMATAN YANG TIDAK DIKELASKAN DI MANA-MANA";"SERVICES MANAGERS NOT ELSEWHERE CLASSIFIED"
637;"2";"PROFESIONAL";"PROFESSIONALS"
639;"2111";"AHLI FIZIK DAN ASTRONOMI";"PHYSICISTS AND ASTRONOMERS"
640;"211101";"Ahli Fizik";"Physicist"
641;"211102";"Ahli Fizik Teori";"Physicist, Theoretical"
642;"211103";"Ahli Aerodinamik";"Aerodynamicist"
643;"211104";"Ahli Balistik";"Ballistician"
644;"211105";"Ahli Fizik Balistik";"Physicist, Ballistics"
645;"211106";"Ahli Fizik Hidrodinamik";"Physicist, Hydrodynamics"
646;"211107";"Ahli Fizik Keadaan Pepejal";"Physicist, Solid-State"
647;"211108";"Ahli Fizik Mekanik";"Physicist, Mechanics"
648;"211109";"Ahli Hidrodinamik";"Hydrodynamics"
649;"211110";"Ahli Termodinamik";"Thermodynamics"
650;"211111";"Ahli Fizik Akustik";"Physicist, Acoustics"
651;"211112";"Ahli Fizik Bunyi";"Physicist, Sound"
652;"211113";"Ahli Fizik Cahaya";"Physicist, Light"
653;"211114";"Ahli Fizik Haba";"Physicist, Heat"
654;"211115";"Ahli Fizik Perubatan";"Physicist, Medical"
655;"211116";"Ahli Fizik Termodinamik";"Physicist, Thermodynamics"
656;"211117";"Ahli Fizik Elektrik dan Magnetisme";"Physicist, Electricity and Magnetism"
657;"211118";"Ahli Fizik Elektronik";"Physicist, Electronics"
658;"211119";"Ahli Fizik Nuklear";"Physicist, Nuclear"
659;"211120";"Ahli Fizik Atom";"Physicist, Atomic"
660;"211121";"Ahli Fizik Molekul";"Physicist, Molecular"
661;"211122";"Ahli Astrofizik";"Astrophysicist"
662;"211123";"Ahli Astronomi";"Astronomer"
663;"211124";"Ahli Astronomi Radio";"Astronomer, Radio"
664;"211125";"Ahli Fizik Astronomi";"Physicist, Astronomer"
665;"211126";"Ahli Kosmologi";"Cosmologist"
666;"211127";"Ahli Fizik Reologi";"Physicist, Rheology"
667;"211128";"Ahli Reologi";"Rheologist"
668;"211129";"Angkasawan";"Astronaut"
670;"2112";"AHLI METEOROLOGI DAN AHLI SEISMOLOGI";"METEOROLOGISTS AND SEISMOLOGISTS"
671;"211201";"Pegawai Meteorologi Gred C41";"Meteorological Officer Grade C41"
672;"211202";"Ahli Meteorologi";"Meteorologist"
673;"211203";"Ahli Klimatologi";"Climatologist"
674;"211204";"Ahli Meteorologi-Klimatologi";"Meteorologist-Climatology"
675;"211205";"Ahli Meteorologi-Ramalan Cuaca";"Meteorologist-Weather Forecasting"
676;"211206";"Ahli Seismologi";"Seismologist"
677;"211207";"Jururamal Cuaca";"Weather Forecaster"
678;"211208";"Ahli Agrometeorologi";"Agrometeorologist"
679;"211209";"Ahli Meteorologi, Marin";"Meteorologist, Marine"
680;"211210";"Ahli Meteorologi, Alam Sekitar";"Meteorologist, Environmental"
681;"211211";"Ahli Meteorologi, Ramalan Cuaca Berangka";"Meteorologist, Numerical Weather Prediction Modeling"
682;"211212";"Pakar Perkhidmatan Iklim";"Climate Service Specialist"
683;"211213";"Pakar Perkhidmatan Penyejukan";"Refrigeration Service Specialist"
684;"211214";"Pakar Perkhidmatan Cuaca";"Weather Service Specialist"
